/fbo/web/app.php/user/product/28	純米吟醸　相模灘　無濾過生原酒	NA	720ml/1800ml	\1,800/\3,600	<使用米>山田錦(50%)	＜麹米＞(%)	＜掛米＞(%)	協会9号	速醸	17～18	+2	1.6	NA	無濾過生原酒		季節問わない。単独でも食中でも楽しめる。日本酒通向け	15-18℃	中型のワイングラス、薄手のラッパ型グラス	旨味のある魚介類と好相性。金目鯛や鰺のタタキ、岩ガキ	
/fbo/web/app.php/user/product/36	一白水成	NA	NA	\5,250	<使用米>(50%)	＜麹米＞(%)	＜掛米＞(%)	NA	速醸	17	NA	NA	NA	NA		特に春から夏。女性向け。日本酒通向け。グルメユーザー向け	15℃前後	柔らかな触感の平杯、小振りのワイングラス	自然な甘味を持つ料理と好相性。有機野菜のおひたし、蒸し海老、甘海老の刺身など	
/fbo/web/app.php/user/product/37	大七　頌歌	NA	720ml/1800ml	\5,400/\10,800	<使用米>山田錦(%)	＜麹米＞(%)	＜掛米＞(%)	大七酵母	生酛	16～17	+1.5	1.4	NA	生酛	華やかで果実のような甘さを思わせる香りに原料香や乳製品の香りが融合。軽快ながら長い余韻が特徴。	季節問わない。日本酒通向け。グルメユーザー向け。特別な日向け	15℃前後	中型のブルゴーニュ型グラス、フルートグラス	上品で深い旨味を持つ海鮮類と好相性。伊勢海老、蟹、生ウニ、白子など	
/fbo/web/app.php/user/product/38	大吟醸　四ツ星	NA	720ml	NA	<使用米>(40%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	16～17	NA	NA	NA	NA		特に春から夏。日本酒好きの女性向け。食中酒向け大吟醸酒	15℃前後	中型のワイングラス。フルートグラス	脂ののった魚介類と好相性な大吟醸酒。ノドグロ塩焼き、マグロ中トロ、ブリの刺身など	
/fbo/web/app.php/user/product/39	国士無双　生酒の中の本当の生酒	NA	720ml	\1,565	<使用米>美山錦(55%)	＜麹米＞(%)	＜掛米＞(%)	NA	速醸	18～19	+4	NA	NA	原酒生酒		特に春から夏。友人との食事時。	5-10℃。またはオンザロック	小型のロックグラス。見た目の鮮やかな切子。	新鮮な魚介類と好相性。毛ガニ、イカの刺身、白身魚のカルパッチョなど	
/fbo/web/app.php/user/product/43	黒松翁	NA	500ml/720ml/1800ml	\1,840/\2,630/\5,800	<使用米>三重県伊賀産山田錦(45%)	＜麹米＞(%)	＜掛米＞(%)	NA	速醸	17～18	+4	1.2	1.2	原酒		特に春から初夏。友人との語らいの席	15℃前後	中型のワイングラス形状。	清涼な香り高い料理と好相性。フルーツサラダ、白身魚のカルパッチョ	
/fbo/web/app.php/user/product/47	大吟醸　福一	NA	720ml/1800ml	\5,250/\10,500	<使用米>山田錦(40%)	＜麹米＞(%)	＜掛米＞(%)	福井5号酵母	速醸	17.5	+5.5	1.2	NA	NA		特に春から夏。日本酒をゆっくり嗜めるシーンに。	15℃前後	中型のワイングラス。フルートグラス	清涼な香りを持つ料理と好相性。鮎料理、山菜料理、ハーブを使った料理	
/fbo/web/app.php/user/product/48	菊盛　春一輪	NA	720ml	\1,418	<使用米>55(%)	＜麹米＞(%)	＜掛米＞(%)	NA	速醸	15～16	+3	NA	NA	うすにごり　微発泡		特に春から夏。女性向け。ビギナー向け。	10℃前後	フルートグラス、円筒型の白磁器	魚介料理全般と好相性。鱈チリ、白子ポン酢、鮭の粕汁など	
/fbo/web/app.php/user/product/50	森乃菊川　蔵の華	NA	720ml	\2,100	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	速醸	17～18	NA	NA	NA	生原酒		特に春から夏。女性向け。ビギナー向け。食中酒向け純米吟醸酒	10-15℃	中型のワイングラス、ラッパ型グラス	爽やかな風味を持つ料理と好相性。フルーツトマト、生牡蠣レモン、シーフードマリネ香草風味	
/fbo/web/app.php/user/product/51	純米大吟醸　蒼田	NA	720ml/1800ml	\2,625/\5,250	<使用米>山田錦(39%)	＜麹米＞(%)	＜掛米＞(%)	NA	速醸	15～16	+1～+3	1.1～1.2	NA	NA		特に春から夏。グルメユーザー向け。日本酒通向け	15℃前後	中型のワイングラス。ラッパ型のグラス	料理との相性の幅の広い純米大吟醸酒。フレンチ、イタリアンのコースのパートナー	
/fbo/web/app.php/user/product/53	北秋田	NA	720ml/1800ml	\985/\2,243	<使用米>(50%)	＜麹米＞(%)	＜掛米＞(%)	NA	速醸	15～16	+3	1.3	NA	NA		特に春から夏。ビギナー向け。女性向け。和以外の業態向け	15℃前後	中型のワイングラス、ラッパ型グラス	西洋料理の爽やかな前菜などと好相性。野菜のテリーヌ、ブルスケッタ、カプレーゼなど	
/fbo/web/app.php/user/product/61	楯野川　純米大吟醸　三十三	NA	720ml/1800ml	\2,415/\4,830	<使用米>庄内産出羽燦々(33%)	＜麹米＞(%)	＜掛米＞(%)	山形KA　山形31号	速醸	15～16	+1	1.4	1.1	NA		特に春から夏。食中酒向け。ビギナー向け	10-15℃	小型のワイングラス、フルートグラス、シェリーグラス	高級海鮮料理と好相性を示す純米大吟醸酒。フグの薄造り、カニ料理、鮑の酒蒸しなど	
/fbo/web/app.php/user/product/66	たたらの里	NA	720ml	\4,500	<使用米>山田錦(40%)	＜麹米＞(%)	＜掛米＞(%)	NA	速醸	18～19	+5	1.7	NA	5年古酒		季節問わない。日本酒通向け。単独飲用にも向く。バーツール向け	15℃前後	リキュールグラス、シャリーグラス、細身のワイングラス	個性的な相性を楽しめる。ドライフルーツ、熟成生ハムとリコッタのサラダ、鴨のオレンジソースなど	
/fbo/web/app.php/user/product/72	超特選　白雪　純米大吟醸　大褒寿	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	NA	華やかで気品高い吟醸香。やや軽快な酒質で、綿菓子様の甘味と米由来の旨味が下支えしている。やや辛口。	ビギナーでも気軽に飲用できる純米大吟醸酒。明るく、華やかな雰囲気の中で楽しめるキャラクター。	10～15℃	中型のワイングラス、ラッパ型グラスなど	淡白な素材をシンプルに調理した料理と好相性。アナゴの白焼き、帆立貝のワイン蒸し、生春巻きなど	
/fbo/web/app.php/user/product/83	純米吟醸生　山田錦	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	生酒	完熟果実を思わせる華やかな吟醸香と、酸味と苦味がもたらすキレのよい味わいが特徴	食前酒に向くと共に、魚介類、野菜類を使用した前菜との相性が楽しめる純米吟醸酒。	10～15℃	ワイングラス、ラッパ型グラスなど	清涼な香りを持つ料理と同調。シーフードマリネ香草風味、トマトとバジリコのサラダ、鮎の塩焼きタデ酢など	
/fbo/web/app.php/user/product/118	黒松翁　大吟醸原酒　赤箱	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	原酒、大吟醸３種ブレンド	青リンゴ、メロンを思わせるフルーティな香りが主体。すっきりした酸とドライ感が特徴	食前酒向け。原酒のフレッシュな味わいと華やかな香りを楽しむ	10℃～15℃	ワイングラス	トマトのサラダ、トマトソースのパスタなど	
/fbo/web/app.php/user/product/122	玲瓏源平　大吟醸	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	NA	上品で繊細な香味の大吟醸酒。和製果実や花を思わせるフルテーィーさが特徴	会席料理のパートナーとして活用。ワイングラスで飲用すべき日本酒。春から初夏向け。	10℃～15℃	ブルゴーニュ型ワイングラス、ラッパ型グラスなど	白身魚の薄造り、茹でカニ、豆腐料理、茹でアスパラガス、トマトのバジルのサラダなど	
/fbo/web/app.php/user/product/126	純米大吟醸　上喜元　千本錦　槽垂れ	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	槽垂れ	柔らかく艶のある純米大吟醸酒。とろりとした口当たりとフルーティーな吟醸香が楽しめます。	華やかな香りがお好みの方。初心者でも心行くまで日本酒の美しさを楽しめます	10℃から15℃前後	淵の薄いチューリップ状のグラス	山菜のテンプラ、グリーンアスパラのバター焼き、春きゅうりと鶏肉のバンバンジーなど	
/fbo/web/app.php/user/product/127	勝山　䴇　LEISAPPHIRELABEL	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	袋搾り	華やかな甘味のある吟醸香と味わい。原酒12度でアルコールの刺激がなくさまざまなフレンチの食材に寄り添う。	大切な人と特別な時にフレンチとともにワイングラスで味わいたい	10℃から15℃前後	少し細身のワイン用のグラス	フレンチ全般、白カビ系のチーズ、魚の麹漬け	
/fbo/web/app.php/user/product/128	勝山　䴇　LEIRUBYLABEL	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	遠心搾り	硬質で清透感ある甘み。それに麹由来の旨みとリンゴのようなさわやかな酸味が寄り添う。	大切な人と特別な時にフレンチ、特に肉料理とともにワイングラスで味わいたい	10℃から15℃前後	少し大振りなワイングラス	和牛赤身肉のステーキ、ポークソテー、ラムのグリル、北京ダックなどの肉料理	
/fbo/web/app.php/user/product/130	勝山　元　RUBYLABEL	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	袋搾り	完熟メロン、青りんご、パイナップル、はちみつ、干しブドウ、生クリーム、フルーツケーキなど緻密で凝縮感ある甘味と生クリームのようななめらかさ	メープルシロップを使ったケーキやドライフルーツとともにじっくり味わいたい。	10℃から15℃前後	貴腐ワイン用のワイングラスまたはうりざね型のグラス	ブルーチーズやフォアグラなどをまず！ドライフルーツ、メープルシロップ、干しブドウなど	
/fbo/web/app.php/user/product/132	ChateauGACKTGEN-SAKEDOLCE	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	NA	完熟した果実や濃縮感ある甘み。麹由来の旨み。	フレンチを中心にデザートまで幅広く味わえる一本。大切な人と大切なひと時に	10℃前後	うりざね型のグラス	ブルーチーズやフォアグラなどをまず！ドライフルーツ、メープルシロップ、干しブドウなど	
/fbo/web/app.php/user/product/133	特別大吟醸　四ツ星	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	NA	青菜野菜を思わせる味わいと果実と乳のようなまろやかで華やかな香り	初心者から日本酒通の方まで幅広く楽しめる。日常の中でちょっと贅沢を味わいたいときに	10度から15℃前後	淵の薄いチューリップ状のグラス	山菜のテンプラ、新じゃがバター、春鯛のムニエル、さやいんげんの中華炒めなど	
/fbo/web/app.php/user/product/138	長龍大吟醸　広陵蔵	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	大吟醸	華やかな吟醸香と繊細できれいな酸味と旨み、わずかに苦味もあり淡麗辛口。	華やかな吟醸香で日本酒ビギナーでも飲みやすく若い女性や上品な食事向き。	15℃前後	シャンパングラス、白磁のグイ呑み、細身のグラス。	白身の刺身、白身の焼き魚やムース、魚介類のグラタン、ホタテとブロッコリーの炒め物など幅広い。	
/fbo/web/app.php/user/product/147	北鹿　大吟醸　夢の幻	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	原酒	華やかさと爽やかさが同居する香り。甘味とアルコール由来の苦味が程良くバランス。余韻は短くドライ	ビギナー向け。お燗には不向きのため冬以外の季節の提供が望ましい。	8～13℃	ワイングラス、透明なラッパ型	酸味のあるさっぱりとした料理と合わせるのがベスト。ハモの湯引き梅肉和え、シーフードサラダなど	
/fbo/web/app.php/user/product/154	越乃雪椿　月の玉響　純米大吟醸	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	速醸もと仕込	柔らかくふくよかな味わいだが、引き締まった苦味がお酒の味を調えている	秋の味覚とともにお酒の持つまろやかでふくよかな味わいを楽しみたい。	15℃前後に軽く冷やして	口造りの厚く口径の大きな暖色系の杯。うりざね型のグラス	秋の脂ののった鮭やさんまの塩焼き等の魚介類と好相性	
/fbo/web/app.php/user/product/155	大吟醸　越後桜	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	速醸もと仕込	シャープできれいな典型的な淡麗辛口	初夏の時期に良く冷やして友人と夕涼みを楽しみながら、軽いあてとともに	10℃前後に冷やして香りを楽しみながら40℃前後のぬる燗でお酒の旨味を楽しむも良し	ラッパ型又はうりざね型のグラス。口元のうすい中ぐらいの立ちぐい呑み	極力あっさりした魚介の造りや、枝豆や大根サラダなどの野菜類と合わせても良いと思います	
/fbo/web/app.php/user/product/165	七冠馬　山廃純米吟醸	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	山廃仕込み	山廃仕込みの純米吟醸酒。、フルーティーさとふくよかさが同居する多層な酒質	日本酒通向け。秋にふさわしいアイテム。酒単独でも楽しめる。和洋中問わない料理と好相性を示すマルチさ	15℃前後又は40℃前後	ラッパ型形状グラス、中型ワイングラス、チューリップ型グラスなど	若鶏のオレンジ煮、ソーセージとブドウの甘口白ワイン蒸し、牡蠣のグラタン、手長エビのスパゲッティなど	
/fbo/web/app.php/user/product/167	特撰大吟醸　稲田姫　限定斗瓶囲い原酒	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	原酒	熟した果実のようなフルーティな香り。軽やかなあっ磁歪で、清涼な甘味と酸味が特徴。	フォーマル（特別）なシーン、ワイングラスなどの飲用、食前酒に向く。高級和食又はフレンチなどと好相性	15℃前後	ラッパ型形状のグラス、ブルゴーニュ型ワイングラスなど。	会席料理全般、伊勢海老の刺身、鱧と松茸の椀物、舌平目のポワレ、鮑のムース、帆立貝のカルパッチォなど	
/fbo/web/app.php/user/product/169	人気一　ゴールド人気　純米大吟醸	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	NA	果実系の香りとコンパクにまとまった甘味酸味。きれいな酸味によるドライ感と短い余韻。	季節は特に問わないが、夏に冷酒向き。さらりとした淡麗な酒質で汎用性高い。	10-15℃前後	無色透明の飲みきりサイズのガラス製のグラス	透明感のある淡麗な酒質に淡泊な料理を合わせる。白身魚の刺身、豆腐、イカとホタテの炒め物	
/fbo/web/app.php/user/product/170	人気一　11純米原酒	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	低アルコール	香りも味も甘い要素が中心。きれいな酸味が味を引き締め、余韻は短い。	低アルコールと香り高さを生かして暖かい季節で汎用性が高い。ビギナーやワインファンにも対応可。	10-15℃前後	ワイングラス	甘味とのバランスで塩味の魚介類の料理を合わせる。魚の塩焼き、魚介類の塩炒め	
/fbo/web/app.php/user/product/172	純米大吟醸　寒山水　45％磨き	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	NA	”山田錦”のふくよかさと”雄町”のシャープさを兼ね備えた、キレある味わい　中辛口	日本酒通向き。春から初夏に冷やして。	１０℃～１５℃	小ぶりの陶器。中型（１００ｍｌ程度）の切子。錫の酒器	淡白な味わいを活かした和食など	
/fbo/web/app.php/user/product/174	純米大吟醸　喜多屋　50％磨き	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	NA	酒造好適米”山田錦と吟のさと”を活かした、”華やか香りとふくらみのある味わい”　やや辛口。	日本酒好きから初心者まで。春から初夏に。キリリと冷やして。	１０℃～１５℃	小ぶりの陶器。中型（１００ｍｌ程度）の切子。錫の酒器	旬の素材を活かした和食料理など。	
/fbo/web/app.php/user/product/175	純米吟醸　蒼田	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	NA	酒造好適米。山田錦で醸した”ふくらみのある香りとふくよかな旨味”の一品。やや甘めの旨口。	日本酒好きから初心者まで。初夏から盛夏に。キリリと冷やして。	１５℃～１８℃	小ぶりの陶器。中型（１００ｍｌ程度）の切子。錫の酒器	旬の素材を活かした料理。　山菜、露地野菜などの和食。	
/fbo/web/app.php/user/product/176	大七　皆伝	NA	720/1800	2700/5400	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	生酛仕込み	きめが細かくシルキーな飲み口。ふくよかな米の旨みがふんわり口中に広がり白ブドウのような爽やかな香りが抜ける。バランスの良い中口。	ビキナーから日本酒通まで飲み手を選ばない。ハレの日のシーンで上質で高級感あふれる演出にふさわしい一本	１０-１５℃又は３５-４５℃	白磁で薄手の朝顔形状の猪口。白ワイン用のグラス。口が広がったラッパ状の小型のグラスなど	甘鯛の塩焼き　蛤の酒蒸し　しゃぶしゃぶごまたれ　白身魚のカルパッチョなど	
/fbo/web/app.php/user/product/185	吟醸　ひやおろし	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	NA	青りんごや青菜を思わせる爽やかな香り。キレのよい後味。ほどよい苦味とほのかな旨味も存在。	一人は吟醸酒好き、一人は少ししっかりしたものが飲みたいなど好みがズレる場合、どちらの方も満足できる。	少し冷やす。10～15℃	ワイングラス、錫のぐいのみなど	青菜のおひたし（ほのかな旨味がかくれている酒なので、すこしコクのあるゴマ和え、ピーナッツ和えで）	
/fbo/web/app.php/user/product/188	東一　純米吟醸酒	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	爽酒よりの薫酒	一口目に甘味を感じるが苦味と酸味が余韻として残る。サッパリした爽やかな香味	少し旨甘味を最初に感じるので、２杯目以降がおすすめ。後口はドライなので、食事の最後まであわせられる。	15℃前後	ワイングラス、錫のぐいのみ	白海老のお造り、レンコン焼き（オリーブ油＋しょうゆ）、きんぴら、他、野菜系の重過ぎない料理全般	
/fbo/web/app.php/user/product/194	上喜元　中秋の風花	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	NA	全体的にはスッキリとした味わいながら、米の旨味を備えた薫酒タイプ。淡く濁った色調も特徴	ビギナー向。ターゲットは20代半ば～30代女性。秋に中秋の名月と秋の味覚と合わせて月見酒等の演出も可	10～15℃	背の高い白ワイングラス又は薄い口作りの中口径のガラスの杯など	湯豆腐、生湯葉の造り、山芋短冊、鶏のタタキ(わさび醤油にて)、　鱈の燻製、里芋の煮物など	
/fbo/web/app.php/user/product/196	純米吟醸　山田錦	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	NA	華やかでフルーティな香りと味わい	春から初夏にかけて少しフォーマルに洋食にも	10℃～15℃	ワイングラスなど	サラダ、カルパッチョなど	
/fbo/web/app.php/user/product/197	苗加屋　大吟醸斗瓶取り原酒	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	原酒	華やかで爽やか、ドライな辛口	フォーマルに。パーティーでの乾杯に	10℃前後	小振りのグラス、ワイングラスなど	菜の花のおひたし、山菜の天ぷら、鶏ササミのたたきなど	
/fbo/web/app.php/user/product/198	苗加屋　純米大吟醸袋吊り原酒	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	原酒	フルーティーな香り、清涼な酸味、ふんわりとした甘味と旨味	フォーマルに、洋食などカップルで	10℃～15℃	ワイングラスなど	帆立貝とグレープフルーツのサラダ、茹でシャコ、カニ酢など	
/fbo/web/app.php/user/product/206	KONISHI　大吟醸ひやしぼり	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	NA	メロンや洋梨など熟した果物の華やかな香りが豊か。味わいは軽快で、序盤の爽やかな甘味と酸味から終盤は一転ドライに変わる。	家庭や若者向けのカジュアルなシーンで	10〜15℃	小さなワイングラス、うりざね型のグラスなど	鴨のローストのオレンジソース、ポークソテーのパイナップルソース、完熟イチジクと生ハムのオードブルなど	
/fbo/web/app.php/user/product/211	吟醸　七冠馬	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	NA	フルーティーな香りと口当たりの良さのやや甘口	春～秋、食前酒として最適	15℃前後	華やかな香りが楽しめるラッパ状のグラスなど	和食一般、白身の刺身、薄味の野菜料理など	
/fbo/web/app.php/user/product/99	純米吟醸奏雨-sow-	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	NA	果実らしい甘やかな香りと酸味の爽やかさのある軽い味わい	暖かい季節。白ワイン的でもあるので洋風にも対応可能。食前酒としてやさっぱりした前菜に合わせての提供	10-15℃	小ぶりのワイングラスなど	蒸し物に果実酢を合わせた料理全般、白身魚の薄作り柚子ポン酢。カンキツ入りのサラダなど	
/fbo/web/app.php/user/product/323	雪の茅舎　純米吟醸	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	NA	花や果実のような甘い香りが特徴。さらりとした口当たりに、含み香には林檎、白桃、バラの様な香りも感じられる。ドライでシャープな余韻が残る。	特に春から初夏向け。華やかなシーン、お花見などで。日本酒初心者向け。清涼感溢れる季節と酒質が同調。	１５℃前後	ラッパ型グラス、ワイングラスなど	生牡蠣のレモン添え　白菜の柚子紫蘇漬け　サーモンマリネ　シーフードサラダ　酢の物　春雨サラダ　	
/fbo/web/app.php/user/product/326	鷹勇　大吟醸	NA	NA	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	NA	NA	NA	NA	NA	柔らかいさらりとした口当たり。華やかで甘味を思わせる香りが主体。味わいはスッキリとしており余韻にキレがある。	特に春から初夏にかけて清涼感ある季節に同調する酒質。華やかな香味のお酒、癖のない万人向けといえる	15℃前後	ラッパ型グラス、ワイングラス、花柄入りの磁器	シロハタ寿司、タコの薄造り　ポン酢、魚介類のマリネ、タコときゅうりのサラダ　レモン風味、春雨サラダ	
